だ,34,34,9001,判定詞,*,判定詞,基本形,だ,だ,*
な,11,11,9001,判定詞,*,判定詞,ダ列基本連体形,だ,な,*
の,12,12,9001,判定詞,*,判定詞,ダ列特殊連体形,だ,の,*
だろう,8,8,9001,判定詞,*,判定詞,ダ列基本推量形,だ,だろう,*
だろ,10,10,9001,判定詞,*,判定詞,ダ列基本省略推量形,だ,だろ,*
ならば,9,9,9001,判定詞,*,判定詞,ダ列基本条件形,だ,ならば,*
だった,1,1,9001,判定詞,*,判定詞,ダ列タ形,だ,だった,*
だったろう,2,2,9001,判定詞,*,判定詞,ダ列タ系推量形,だ,だったろう,*
だったろ,4,4,9001,判定詞,*,判定詞,ダ列タ系省略推量形,だ,だったろ,*
だったら,3,3,9001,判定詞,*,判定詞,ダ列タ系条件形,だ,だったら,*
で,7,7,9001,判定詞,*,判定詞,ダ列タ系連用テ形,だ,で,*
だったり,6,6,9001,判定詞,*,判定詞,ダ列タ系連用タリ形,だ,だったり,*
じゃ,5,5,9001,判定詞,*,判定詞,ダ列タ系連用ジャ形,だ,じゃ,*
である,20,20,9001,判定詞,*,判定詞,デアル列基本形,だ,である,*
であれ,19,19,9001,判定詞,*,判定詞,デアル列命令形,だ,であれ,*
であろう,21,21,9001,判定詞,*,判定詞,デアル列基本推量形,だ,であろう,*
であろ,23,23,9001,判定詞,*,判定詞,デアル列基本省略推量形,だ,であろ,*
であれば,22,22,9001,判定詞,*,判定詞,デアル列基本条件形,だ,であれば,*
であり,24,24,9001,判定詞,*,判定詞,デアル列基本連用形,だ,であり,*
であった,13,13,9001,判定詞,*,判定詞,デアル列タ形,だ,であった,*
であったろう,14,14,9001,判定詞,*,判定詞,デアル列タ系推量形,だ,であったろう,*
であったろ,16,16,9001,判定詞,*,判定詞,デアル列タ系省略推量形,だ,であったろ,*
であったら,15,15,9001,判定詞,*,判定詞,デアル列タ系条件形,だ,であったら,*
であって,18,18,9001,判定詞,*,判定詞,デアル列タ系連用テ形,だ,であって,*
であったり,17,17,9001,判定詞,*,判定詞,デアル列タ系連用タリ形,だ,であったり,*
です,31,31,9001,判定詞,*,判定詞,デス列基本形,だ,です,*
でしょう,32,32,9001,判定詞,*,判定詞,デス列基本推量形,だ,でしょう,*
でしょ,33,33,9001,判定詞,*,判定詞,デス列基本省略推量形,だ,でしょ,*
でした,25,25,9001,判定詞,*,判定詞,デス列タ形,だ,でした,*
でしたろう,26,26,9001,判定詞,*,判定詞,デス列タ系推量形,だ,でしたろう,*
でしたろ,28,28,9001,判定詞,*,判定詞,デス列タ系省略推量形,だ,でしたろ,*
でしたら,27,27,9001,判定詞,*,判定詞,デス列タ系条件形,だ,でしたら,*
でして,30,30,9001,判定詞,*,判定詞,デス列タ系連用テ形,だ,でして,*
でしたり,29,29,9001,判定詞,*,判定詞,デス列タ系連用タリ形,だ,でしたり,*
